Location	File_Name	start	end	min_freq	max_freq	certainty	call_type	species	Noise_Types	Noise_Level
Crossroad	020419_233002.wav.data	23:33:39	23:33:52	1183.0	3184.0	100	M	K-Set	["Wind"]	Medium
Crossroad	020419_233002.wav.data	23:33:39	23:33:52	1183.0	3184.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	020419_233002.wav.data	23:33:23	23:33:53	1034.0	3498.0	100	M	Duet	["Wind"]	Medium
Crossroad	020420_223002.wav.data	22:32:59	22:33:25	1680.0	3093.0	100	M	K-Set	["Wind"]	Medium
Crossroad	020420_223002.wav.data	22:32:59	22:33:25	1680.0	3093.0	100	M	K-M	["Wind"]	Medium
Crossroad	020420_223002.wav.data	22:32:59	22:33:25	1680.0	3093.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	020420_231502.wav.data	23:16:35	23:16:59	1668.0	3274.0	100	M	K-Set	["Wind"]	Medium
Crossroad	020420_231502.wav.data	23:16:35	23:16:59	1668.0	3274.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	020420_231502.wav.data	23:16:35	23:16:59	1668.0	3274.0	100	M	K-M	["Wind"]	Medium
Crossroad	020420_231502.wav.data	23:19:32	23:19:55	1619.0	2938.0	100	M	K-M	["Wind"]	Medium
Crossroad	020420_231502.wav.data	23:19:32	23:19:55	1619.0	2938.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	020420_231502.wav.data	23:19:32	23:19:55	1619.0	2938.0	100	M	K-Set	["Wind"]	Medium
Crossroad	020420_234502.wav.data	23:49:22	23:49:46	1738.0	3023.0	100	M	K-Set	["Wind"]	Medium
Crossroad	020420_234502.wav.data	23:49:22	23:49:46	1738.0	3023.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	020420_234502.wav.data	23:49:22	23:49:46	1738.0	3023.0	100	M	K-M	["Wind"]	Medium
Crossroad	020519_223002.wav.data	22:43:41	22:44:07	1460.0	3938.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Crossroad	020519_223002.wav.data	22:43:41	22:44:07	1460.0	3938.0	100	M	K-M	["Wind", "Wind Gusts"]	Medium
Crossroad	020519_223002.wav.data	22:43:41	22:44:07	1460.0	3938.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Medium
Crossroad	020519_231502.wav.data	23:22:08	23:22:34	1715.0	2826.0	100	M	K-Set	["Wind", "Wind Gusts"]	Medium
Crossroad	020519_231502.wav.data	23:22:08	23:22:34	1715.0	2826.0	100	M	K-Ok	["Wind", "Wind Gusts"]	Medium
Crossroad	020519_231502.wav.data	23:22:08	23:22:34	1715.0	2826.0	100	M	K-M	["Wind", "Wind Gusts"]	Medium
Crossroad	030418_234502.wav.data	23:51:22	23:51:48	1245.0	1855.0	100	M	K-M	["Wind"]	Low
Crossroad	030418_234502.wav.data	23:51:22	23:51:48	1245.0	1855.0	100	M	K-Set	["Wind"]	Low
Crossroad	030418_234502.wav.data	23:51:22	23:51:48	1245.0	1855.0	100	M	K-Far	["Wind"]	Low
Crossroad	030419_220001.wav.data	22:09:37	22:09:51	1946.0	2572.0	100	M	K-Set	["Wind"]	Medium
Crossroad	030419_220001.wav.data	22:09:37	22:09:51	1946.0	2572.0	100	M	K-M	["Wind"]	Medium
Crossroad	030419_220001.wav.data	22:09:37	22:09:51	1946.0	2572.0	100	M	K-Far	["Wind"]	Medium
Crossroad	030419_231502.wav.data	23:21:21	23:21:49	1356.0	3961.0	100	M	K-Set	["Wind"]	Medium
Crossroad	030419_231502.wav.data	23:21:21	23:21:49	1356.0	3961.0	100	M	K-M	["Wind"]	Medium
Crossroad	030419_231502.wav.data	23:21:21	23:21:49	1356.0	3961.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:30:40	23:31:02	1854.0	3394.0	100	M	K-Set	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:30:40	23:31:02	1854.0	3394.0	100	M	K-Ok	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:30:40	23:31:02	1854.0	3394.0	100	M	K-M	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:41:17	23:41:43	1691.0	3093.0	100	M	K-M	["Wind"]	Medium
Crossroad	030419_233002.wav.data	23:41:17	23:41:43	1691.0	3093.0	100	M	K-Set	["Wind"]	Medium
