File Name,Label,Comment,Image,Audio,Call Type,Length (seconds),Start Time,Trap Number,Collaborators
Crossroad-300419_221502-S726-E739,Junk,,Crossroad-300419_221502-S726-E739.png (https://dl.airtable.com/.attachments/029a7d2fa6c9d14edb74a654ff050bbf/119a6e8b/Crossroad-300419_221502-S726-E739.png),Crossroad-300419_221502-S726-E739.wav (https://dl.airtable.com/.attachments/84962e771767e409d0dfc5ffa475213a/9d1eadcb/Crossroad-300419_221502-S726-E739.wav),Male,13.0,2019-05-01 10:27,Secretary_Island/Crossroad,
Crossroad-300419_221502-S874-E884,Junk,,Crossroad-300419_221502-S874-E884.png (https://dl.airtable.com/.attachments/5b82c49a366141e0c7f45f52d8597bb4/c1b448eb/Crossroad-300419_221502-S874-E884.png),Crossroad-300419_221502-S874-E884.wav (https://dl.airtable.com/.attachments/e724afb949d130ecb8f92551398aff08/56c01511/Crossroad-300419_221502-S874-E884.wav),Male,10.0,2019-05-01 10:29,Secretary_Island/Crossroad,
Crossroad-300419_223002-S80-E87,Junk,,Crossroad-300419_223002-S80-E87.png (https://dl.airtable.com/.attachments/015ed3edff7a3f71b70c9b5455c20495/e2f2e347/Crossroad-300419_223002-S80-E87.png),Crossroad-300419_223002-S80-E87.wav (https://dl.airtable.com/.attachments/3e51bb3f1e2b30d837806b888d0a1169/e3b3ee51/Crossroad-300419_223002-S80-E87.wav),Male,7.0,2019-05-01 10:31,Secretary_Island/Crossroad,
Mahoe-030419_220001-S645-E651,Junk,,Mahoe-030419_220001-S645-E651.png (https://dl.airtable.com/.attachments/e7e1e2a3dcdf6d836c0e045e3c9c7127/d4221ee3/Mahoe-030419_220001-S645-E651.png),Mahoe-030419_220001-S645-E651.wav (https://dl.airtable.com/.attachments/e6c35228cfc803685d4236dd24aa71e3/4e998765/Mahoe-030419_220001-S645-E651.wav),Female,6.0,2019-04-04 11:10,Secretary_Island/Mahoe,
Mahoe-030419_220001-S479-E491,Junk,,Mahoe-030419_220001-S479-E491.png (https://dl.airtable.com/.attachments/7061859e208e988b480642e30eabbb51/767e9d92/Mahoe-030419_220001-S479-E491.png),Mahoe-030419_220001-S479-E491.wav (https://dl.airtable.com/.attachments/fc42230542096284da434ba53db77fcf/d14677f2/Mahoe-030419_220001-S479-E491.wav),Male,12.0,2019-04-04 11:08,Secretary_Island/Mahoe,
Mahoe-030419_220001-S592-E614,Junk,,Mahoe-030419_220001-S592-E614.png (https://dl.airtable.com/.attachments/ec3ac4b5504d031798f113040708fe81/752de97b/Mahoe-030419_220001-S592-E614.png),Mahoe-030419_220001-S592-E614.wav (https://dl.airtable.com/.attachments/838de14e1136138ea5a2bea196430758/dc3a5f97/Mahoe-030419_220001-S592-E614.wav),Male,22.0,2019-04-04 11:09,Secretary_Island/Mahoe,
Mahoe-030419_221502-S750-E757,Junk,,Mahoe-030419_221502-S750-E757.png (https://dl.airtable.com/.attachments/fae92efe17ab7ffe9fd0531726486fdd/8d2de0fa/Mahoe-030419_221502-S750-E757.png),Mahoe-030419_221502-S750-E757.wav (https://dl.airtable.com/.attachments/40ffc6e0500a1cef66348f4ddf42ead3/35eba592/Mahoe-030419_221502-S750-E757.wav),Female,7.0,2019-04-04 11:27,Secretary_Island/Mahoe,
Mahoe-030419_221502-S237-E247,Junk,,Mahoe-030419_221502-S237-E247.png (https://dl.airtable.com/.attachments/8277e553fd91649f5d81a018a1dec5a1/9d140426/Mahoe-030419_221502-S237-E247.png),Mahoe-030419_221502-S237-E247.wav (https://dl.airtable.com/.attachments/9168851b0c9ec2b46d39dbda4df6eee1/f5e04b21/Mahoe-030419_221502-S237-E247.wav),Male,10.0,2019-04-04 11:18,Secretary_Island/Mahoe,
Mahoe-030419_221502-S745-E752,Junk,,Mahoe-030419_221502-S745-E752.png (https://dl.airtable.com/.attachments/b4fc388266d691982e79d12913611378/fd52f8e9/Mahoe-030419_221502-S745-E752.png),Mahoe-030419_221502-S745-E752.wav (https://dl.airtable.com/.attachments/e432777fcd2b809298d2fdb9224a24e0/0dd9abda/Mahoe-030419_221502-S745-E752.wav),Male,7.0,2019-04-04 11:27,Secretary_Island/Mahoe,
Mahoe-030419_223002-S557-E564,Junk,,Mahoe-030419_223002-S557-E564.png (https://dl.airtable.com/.attachments/90199ad302f3a7558e1163534d84af69/a7a85b2c/Mahoe-030419_223002-S557-E564.png),Mahoe-030419_223002-S557-E564.wav (https://dl.airtable.com/.attachments/298a4e3e6b436f3a84c45af6fe199b61/99aa2438/Mahoe-030419_223002-S557-E564.wav),Male,7.0,2019-04-04 11:39,Secretary_Island/Mahoe,
Mahoe-030419_224502-S311-E318,Junk,,Mahoe-030419_224502-S311-E318.png (https://dl.airtable.com/.attachments/d33b2e83bdca99ef490d8e15c1d47ffd/d1150100/Mahoe-030419_224502-S311-E318.png),Mahoe-030419_224502-S311-E318.wav (https://dl.airtable.com/.attachments/001e1fc65c3b7132f0149e609a3ebc0f/866f9fac/Mahoe-030419_224502-S311-E318.wav),Male,7.0,2019-04-04 11:50,Secretary_Island/Mahoe,
Mahoe-050419_220001-S309-E316,Junk,,Mahoe-050419_220001-S309-E316.png (https://dl.airtable.com/.attachments/3194cb9e723534ad2d99a2a51005f038/903286f7/Mahoe-050419_220001-S309-E316.png),Mahoe-050419_220001-S309-E316.wav (https://dl.airtable.com/.attachments/394b03ef42daecbf8cc8d8b09d447430/8fc48576/Mahoe-050419_220001-S309-E316.wav),Male,7.0,2019-04-06 11:05,Secretary_Island/Mahoe,
Mahoe-050419_220001-S319-E329,Junk,,Mahoe-050419_220001-S319-E329.png (https://dl.airtable.com/.attachments/ae1e57e379ebcf4fbfb12bd215745994/96713be0/Mahoe-050419_220001-S319-E329.png),Mahoe-050419_220001-S319-E329.wav (https://dl.airtable.com/.attachments/99005a3b04da6e4147eb188f5f632995/69eb88e3/Mahoe-050419_220001-S319-E329.wav),Male,10.0,2019-04-06 11:05,Secretary_Island/Mahoe,
Crossroad-020519_234502-S674-E684,Junk,,Crossroad-020519_234502-S674-E684.png (https://dl.airtable.com/.attachments/af93a3698b3ced13b4d6d1b0582302d1/c1e0f23a/Crossroad-020519_234502-S674-E684.png),Crossroad-020519_234502-S674-E684.wav (https://dl.airtable.com/.attachments/886ec87ab2ce77aba8e8547f64faac48/53754daf/Crossroad-020519_234502-S674-E684.wav),Male,10.0,2019-05-03 11:56,Secretary_Island/Crossroad,
Crossroad-020519_234502-S782-E789,Junk,,Crossroad-020519_234502-S782-E789.png (https://dl.airtable.com/.attachments/7f74df51233bc01a3f26418f1b22e6ae/b4afcfbe/Crossroad-020519_234502-S782-E789.png),Crossroad-020519_234502-S782-E789.wav (https://dl.airtable.com/.attachments/0b3e9893ce7386ace7d1ad77aa70d4b8/5b2bd90a/Crossroad-020519_234502-S782-E789.wav),Male,7.0,2019-05-03 11:58,Secretary_Island/Crossroad,
Crossroad-030320_220001-S371-E377,Junk,,Crossroad-030320_220001-S371-E377.png (https://dl.airtable.com/.attachments/69f0756cb0ab0ad6fe8bdae670878d68/4cd32db6/Crossroad-030320_220001-S371-E377.png),Crossroad-030320_220001-S371-E377.wav (https://dl.airtable.com/.attachments/b517303c605f3109d3348c3015e6cbed/445923da/Crossroad-030320_220001-S371-E377.wav),Female,6.0,2020-03-04 11:06,Secretary_Island/Crossroad,
Crossroad-030418_234502-S382-E394,Kiwi,,Crossroad-030418_234502-S382-E394.png (https://dl.airtable.com/.attachments/779be7e495c5df8ebd55ac1a597da98c/df942e35/Crossroad-030418_234502-S382-E394.png),Crossroad-030418_234502-S382-E394.wav (https://dl.airtable.com/.attachments/f5c0cab9953e65c00d2c1b417bcea1a1/79bc2142/Crossroad-030418_234502-S382-E394.wav),Male,12.0,2018-04-04 11:51,Secretary_Island/Crossroad,
Crossroad-030419_220001-S79-E86,Junk,,Crossroad-030419_220001-S79-E86.png (https://dl.airtable.com/.attachments/16abc38bb2976bbb6cf412e412d83bc3/8be6b5b5/Crossroad-030419_220001-S79-E86.png),Crossroad-030419_220001-S79-E86.wav (https://dl.airtable.com/.attachments/d9a5febf08b2fae852bbb7f249f5e342/911b1e3a/Crossroad-030419_220001-S79-E86.wav),Male,7.0,2019-04-04 11:01,Secretary_Island/Crossroad,
Crossroad-030419_220001-S216-E226,Junk,,Crossroad-030419_220001-S216-E226.png (https://dl.airtable.com/.attachments/6851e469741b8e90d64bfda0da52371e/907ae906/Crossroad-030419_220001-S216-E226.png),Crossroad-030419_220001-S216-E226.wav (https://dl.airtable.com/.attachments/72a7c0cf282b2743a3fa45b28de198d1/e3c7130d/Crossroad-030419_220001-S216-E226.wav),Male,10.0,2019-04-04 11:03,Secretary_Island/Crossroad,
Crossroad-030419_220001-S313-E320,Junk,,Crossroad-030419_220001-S313-E320.png (https://dl.airtable.com/.attachments/4ec3e99306efa06103c7433baae591ae/9a70670c/Crossroad-030419_220001-S313-E320.png),Crossroad-030419_220001-S313-E320.wav (https://dl.airtable.com/.attachments/0c0358e43296025ec95b96ec4f24cf50/98e6507b/Crossroad-030419_220001-S313-E320.wav),Male,7.0,2019-04-04 11:05,Secretary_Island/Crossroad,
Crossroad-030419_220001-S572-E585,Kiwi,,Crossroad-030419_220001-S572-E585.png (https://dl.airtable.com/.attachments/a26f7b960ad4ebaf4782b0ecbfb1f1ab/620f7c12/Crossroad-030419_220001-S572-E585.png),Crossroad-030419_220001-S572-E585.wav (https://dl.airtable.com/.attachments/682ac8fb9536339f4271d8a7d3ec4e18/95f70440/Crossroad-030419_220001-S572-E585.wav),Male,13.0,2019-04-04 11:09,Secretary_Island/Crossroad,
Crossroad-030419_220001-S738-E756,Investigate,"Nice weka
",Crossroad-030419_220001-S738-E756.png (https://dl.airtable.com/.attachments/7930039e92740bcb4684f15eff60743a/4288e7f6/Crossroad-030419_220001-S738-E756.png),Crossroad-030419_220001-S738-E756.wav (https://dl.airtable.com/.attachments/47da2186afba0cd3d84ecf653924a719/614686de/Crossroad-030419_220001-S738-E756.wav),Male,18.0,2019-04-04 11:12,Secretary_Island/Crossroad,
Crossroad-030419_220001-S783-E801,Investigate,nice weka,Crossroad-030419_220001-S783-E801.png (https://dl.airtable.com/.attachments/7931df684682a53c419a29759df2f113/57281067/Crossroad-030419_220001-S783-E801.png),Crossroad-030419_220001-S783-E801.wav (https://dl.airtable.com/.attachments/c1da66c4d6004482384ab3748d5ebb64/c5e1b694/Crossroad-030419_220001-S783-E801.wav),Male,18.0,2019-04-04 11:13,Secretary_Island/Crossroad,
Marley-310319_223002-S518-E525,Junk,,Marley-310319_223002-S518-E525.png (https://dl.airtable.com/.attachments/3ea642c77883bb6ae74c1db0d56460af/f16db6a3/Marley-310319_223002-S518-E525.png),Marley-310319_223002-S518-E525.wav (https://dl.airtable.com/.attachments/802a57fc23d043ee911593bd7dd2b617/21ebd247/Marley-310319_223002-S518-E525.wav),Female,7.0,2019-04-01 11:38,Secretary_Island/Marley,
Marley-310319_223002-S536-E542,Junk,,Marley-310319_223002-S536-E542.png (https://dl.airtable.com/.attachments/e73baef38b4dc8a03b02c27d69704b2f/696cd00e/Marley-310319_223002-S536-E542.png),Marley-310319_223002-S536-E542.wav (https://dl.airtable.com/.attachments/bb115e6593dd6b308325dee14f8ba5dd/b1506c39/Marley-310319_223002-S536-E542.wav),Female,6.0,2019-04-01 11:38,Secretary_Island/Marley,
Marley-310319_223002-S628-E635,Junk,,Marley-310319_223002-S628-E635.png (https://dl.airtable.com/.attachments/0d2b649a48f69615ced3a021c70322b5/e1dbd1d6/Marley-310319_223002-S628-E635.png),Marley-310319_223002-S628-E635.wav (https://dl.airtable.com/.attachments/823b80537594c5677f7c4be5fdce11e1/401b4e95/Marley-310319_223002-S628-E635.wav),Female,7.0,2019-04-01 11:40,Secretary_Island/Marley,
Marley-310319_223002-S673-E679,Junk,,Marley-310319_223002-S673-E679.png (https://dl.airtable.com/.attachments/01fa19a645d795f5f754f300500d2cc9/85acf95d/Marley-310319_223002-S673-E679.png),Marley-310319_223002-S673-E679.wav (https://dl.airtable.com/.attachments/7e09d819238573ec3e60b43d9a11b19b/7b0e7c34/Marley-310319_223002-S673-E679.wav),Female,6.0,2019-04-01 11:41,Secretary_Island/Marley,
Marley-310319_223002-S685-E692,Junk,,Marley-310319_223002-S685-E692.png (https://dl.airtable.com/.attachments/98b2ab085dfb31d7a6fba60fb1ea023b/caf23a19/Marley-310319_223002-S685-E692.png),Marley-310319_223002-S685-E692.wav (https://dl.airtable.com/.attachments/6ceae8aac5b0b6fc82194d827cb32aa9/ba8d1899/Marley-310319_223002-S685-E692.wav),Female,7.0,2019-04-01 11:41,Secretary_Island/Marley,
Marley-310319_223002-S734-E743,Junk,,Marley-310319_223002-S734-E743.png (https://dl.airtable.com/.attachments/d4f049dc8def5369ef7eae5f5145730a/c87e914d/Marley-310319_223002-S734-E743.png),Marley-310319_223002-S734-E743.wav (https://dl.airtable.com/.attachments/072c907d211314c46e694b46bac578d9/4ef6f40a/Marley-310319_223002-S734-E743.wav),Female,9.0,2019-04-01 11:42,Secretary_Island/Marley,
Marley-310319_223002-S788-E794,Junk,,Marley-310319_223002-S788-E794.png (https://dl.airtable.com/.attachments/b41bfd589bd7729f4ecff7d090eceb32/c9f5ea30/Marley-310319_223002-S788-E794.png),Marley-310319_223002-S788-E794.wav (https://dl.airtable.com/.attachments/471d983686c7655a6ff3e2d2d2b8fcff/7b91210d/Marley-310319_223002-S788-E794.wav),Female,6.0,2019-04-01 11:43,Secretary_Island/Marley,
Marley-310319_223002-S803-E809,Junk,,Marley-310319_223002-S803-E809.png (https://dl.airtable.com/.attachments/31b8e107f03f19c32646f0781c92a421/642b816f/Marley-310319_223002-S803-E809.png),Marley-310319_223002-S803-E809.wav (https://dl.airtable.com/.attachments/b49e0b0629b147a7650e142da2be533f/f1853355/Marley-310319_223002-S803-E809.wav),Female,6.0,2019-04-01 11:43,Secretary_Island/Marley,
Marley-310319_223002-S830-E839,Junk,,Marley-310319_223002-S830-E839.png (https://dl.airtable.com/.attachments/2e5ef4e97dffb4e946eeb45bd7097b25/ca9089bc/Marley-310319_223002-S830-E839.png),Marley-310319_223002-S830-E839.wav (https://dl.airtable.com/.attachments/1981eb01d6c24ed5177ce16372999611/977d9e81/Marley-310319_223002-S830-E839.wav),Female,9.0,2019-04-01 11:43,Secretary_Island/Marley,
Marley-310319_223002-S851-E872,Junk,,Marley-310319_223002-S851-E872.png (https://dl.airtable.com/.attachments/7e986a5f5493c18f47d7a668ca2fec1f/b4dc1a25/Marley-310319_223002-S851-E872.png),Marley-310319_223002-S851-E872.wav (https://dl.airtable.com/.attachments/772eee496b4ac1cad151232a874c33c8/d12d5124/Marley-310319_223002-S851-E872.wav),Female,21.0,2019-04-01 11:44,Secretary_Island/Marley,
Crossroad-190319_220001-S635-E648,Junk,,Crossroad-190319_220001-S635-E648.png (https://dl.airtable.com/.attachments/b394bddfd07e65424e20dfe84cfbe0b7/f35bfca6/Crossroad-190319_220001-S635-E648.png),Crossroad-190319_220001-S635-E648.wav (https://dl.airtable.com/.attachments/fca3d3f972da731553e4c4bca1c85cc2/d01b3cee/Crossroad-190319_220001-S635-E648.wav),Male,13.0,2019-03-20 11:10,Secretary_Island/Crossroad,
Crossroad-190319_221502-S734-E747,Junk,,Crossroad-190319_221502-S734-E747.png (https://dl.airtable.com/.attachments/569df78b5cc9a053963dc30fe53d380f/4f51acaa/Crossroad-190319_221502-S734-E747.png),Crossroad-190319_221502-S734-E747.wav (https://dl.airtable.com/.attachments/d5fb36943a2012a36cb6015c0df36039/a3619f51/Crossroad-190319_221502-S734-E747.wav),Male,13.0,2019-03-20 11:27,Secretary_Island/Crossroad,
Crossroad-190319_221502-S783-E790,Junk,,Crossroad-190319_221502-S783-E790.png (https://dl.airtable.com/.attachments/bca5ea2fe73a583e040c5d73340a50ab/170bc590/Crossroad-190319_221502-S783-E790.png),Crossroad-190319_221502-S783-E790.wav (https://dl.airtable.com/.attachments/3b19158cb9996bf598fbfac272cc0d03/6a790d79/Crossroad-190319_221502-S783-E790.wav),Male,7.0,2019-03-20 11:28,Secretary_Island/Crossroad,
Crossroad-190319_221502-S881-E891,Junk,,Crossroad-190319_221502-S881-E891.png (https://dl.airtable.com/.attachments/4db0e085fe0da8166fdba2236e631787/2c75b750/Crossroad-190319_221502-S881-E891.png),Crossroad-190319_221502-S881-E891.wav (https://dl.airtable.com/.attachments/170011ac0773bac65ec0f45036a48358/5676c991/Crossroad-190319_221502-S881-E891.wav),Male,10.0,2019-03-20 11:29,Secretary_Island/Crossroad,
Crossroad-190319_223002-S113-E137,Junk,,Crossroad-190319_223002-S113-E137.png (https://dl.airtable.com/.attachments/de70e98de70d795d7a10359c7df6f122/561a0422/Crossroad-190319_223002-S113-E137.png),Crossroad-190319_223002-S113-E137.wav (https://dl.airtable.com/.attachments/d872f16475a20ed08568a18b7fcd47f7/a515163a/Crossroad-190319_223002-S113-E137.wav),Male,24.0,2019-03-20 11:31,Secretary_Island/Crossroad,
Crossroad-190319_223002-S142-E152,Junk,,Crossroad-190319_223002-S142-E152.png (https://dl.airtable.com/.attachments/74afb2b813f0e98b3dd7490c2881e02f/e4378578/Crossroad-190319_223002-S142-E152.png),Crossroad-190319_223002-S142-E152.wav (https://dl.airtable.com/.attachments/690fff92c791fff36cc8ecd045db804e/bd319e7f/Crossroad-190319_223002-S142-E152.wav),Male,10.0,2019-03-20 11:32,Secretary_Island/Crossroad,
Crossroad-190319_223002-S155-E173,Junk,,Crossroad-190319_223002-S155-E173.png (https://dl.airtable.com/.attachments/0cf4a4b09f9c736cb3ad7b2050f321e1/571f92ae/Crossroad-190319_223002-S155-E173.png),Crossroad-190319_223002-S155-E173.wav (https://dl.airtable.com/.attachments/5ccad0155a65ee13ea5b7e62a62dbbb9/8d6e73af/Crossroad-190319_223002-S155-E173.wav),Male,18.0,2019-03-20 11:32,Secretary_Island/Crossroad,
Crossroad-190319_223002-S185-E192,Junk,,Crossroad-190319_223002-S185-E192.png (https://dl.airtable.com/.attachments/bcd1cbc0e4330d350cd09de1645d7003/67bbfd92/Crossroad-190319_223002-S185-E192.png),Crossroad-190319_223002-S185-E192.wav (https://dl.airtable.com/.attachments/ba12c254bc30c41173880b22606db2b1/1dcf195d/Crossroad-190319_223002-S185-E192.wav),Male,7.0,2019-03-20 11:33,Secretary_Island/Crossroad,
Crossroad-190319_223002-S194-E201,Junk,,Crossroad-190319_223002-S194-E201.png (https://dl.airtable.com/.attachments/cd9ef52bf629185669352dad9d265dec/37eb77f6/Crossroad-190319_223002-S194-E201.png),Crossroad-190319_223002-S194-E201.wav (https://dl.airtable.com/.attachments/e8b8db561840fb80612f5f31eff2bf52/505e120f/Crossroad-190319_223002-S194-E201.wav),Male,7.0,2019-03-20 11:33,Secretary_Island/Crossroad,
Crossroad-190319_223002-S227-E233,Junk,,Crossroad-190319_223002-S227-E233.png (https://dl.airtable.com/.attachments/cc0a1bab2dd67f5dbca7e112b61a24c2/e286e13f/Crossroad-190319_223002-S227-E233.png),Crossroad-190319_223002-S227-E233.wav (https://dl.airtable.com/.attachments/495acfe0f3b9cb7fa7b30b7593ae8f3d/de436f37/Crossroad-190319_223002-S227-E233.wav),Male,6.0,2019-03-20 11:33,Secretary_Island/Crossroad,
Crossroad-240318_221502-S121-E128,Investigate,seals?,Crossroad-240318_221502-S121-E128.png (https://dl.airtable.com/.attachments/4cfb823aebb25f6ce5453e33cf316d98/a2b401b7/Crossroad-240318_221502-S121-E128.png),Crossroad-240318_221502-S121-E128.wav (https://dl.airtable.com/.attachments/9fa97e9ca0dc30562301e6010dcedbf1/da226ed2/Crossroad-240318_221502-S121-E128.wav),Male,7.0,2018-03-25 11:17,Secretary_Island/Crossroad,
Crossroad-240318_221502-S433-E443,Junk,,Crossroad-240318_221502-S433-E443.png (https://dl.airtable.com/.attachments/f1e6ad95587517e7118ed57b56e3b4cc/265d22ef/Crossroad-240318_221502-S433-E443.png),Crossroad-240318_221502-S433-E443.wav (https://dl.airtable.com/.attachments/a23352b6ceb175eba5d3aac62906beca/2e6a7a6a/Crossroad-240318_221502-S433-E443.wav),Male,10.0,2018-03-25 11:22,Secretary_Island/Crossroad,
Crossroad-240318_221502-S479-E488,Junk,,Crossroad-240318_221502-S479-E488.png (https://dl.airtable.com/.attachments/9347466f483a3ed9f47208a40e1d1276/cb23e7eb/Crossroad-240318_221502-S479-E488.png),Crossroad-240318_221502-S479-E488.wav (https://dl.airtable.com/.attachments/c471de5dd919c53f9b3402aa9d519f7c/d05513e6/Crossroad-240318_221502-S479-E488.wav),Male,9.0,2018-03-25 11:23,Secretary_Island/Crossroad,
Crossroad-240318_221502-S500-E518,Investigate,weka rain,Crossroad-240318_221502-S500-E518.png (https://dl.airtable.com/.attachments/00c0218fba41fb2201790ac4fb5c2f1f/b7e7caad/Crossroad-240318_221502-S500-E518.png),Crossroad-240318_221502-S500-E518.wav (https://dl.airtable.com/.attachments/32bfb52b49c8270c130e80cae4b218b0/45ddea87/Crossroad-240318_221502-S500-E518.wav),Male,18.0,2018-03-25 11:23,Secretary_Island/Crossroad,
Crossroad-240318_221502-S521-E548,Investigate,weka,Crossroad-240318_221502-S521-E548.png (https://dl.airtable.com/.attachments/3ef0b904a4b67ee06842f25ae962a212/1988baf2/Crossroad-240318_221502-S521-E548.png),Crossroad-240318_221502-S521-E548.wav (https://dl.airtable.com/.attachments/d678e3924bdb1552c7c77dd2f5281975/77e56721/Crossroad-240318_221502-S521-E548.wav),Male,27.0,2018-03-25 11:23,Secretary_Island/Crossroad,
Crossroad-240318_221502-S560-E566,Investigate,weka,Crossroad-240318_221502-S560-E566.png (https://dl.airtable.com/.attachments/38e3e38091404580ac39d3f8f646614f/e1a855a8/Crossroad-240318_221502-S560-E566.png),Crossroad-240318_221502-S560-E566.wav (https://dl.airtable.com/.attachments/a06ae344ddb5cc238a7f1a13051db7fc/8ccf90cf/Crossroad-240318_221502-S560-E566.wav),Male,6.0,2018-03-25 11:24,Secretary_Island/Crossroad,
Crossroad-240318_221502-S584-E591,Junk,,Crossroad-240318_221502-S584-E591.png (https://dl.airtable.com/.attachments/7570e0926076c936fde6c599897e0bf0/36bc7c45/Crossroad-240318_221502-S584-E591.png),Crossroad-240318_221502-S584-E591.wav (https://dl.airtable.com/.attachments/d75e3e170fcd52cbeb028f0aa52dbe82/21571bdd/Crossroad-240318_221502-S584-E591.wav),Male,7.0,2018-03-25 11:24,Secretary_Island/Crossroad,
Crossroad-240318_221502-S619-E626,Junk,,Crossroad-240318_221502-S619-E626.png (https://dl.airtable.com/.attachments/c160244613bfa7048bf2bce246d7fbcc/bb73138f/Crossroad-240318_221502-S619-E626.png),Crossroad-240318_221502-S619-E626.wav (https://dl.airtable.com/.attachments/2d88c10bb3cee66147f18ea681f16bd2/afad9beb/Crossroad-240318_221502-S619-E626.wav),Male,7.0,2018-03-25 11:25,Secretary_Island/Crossroad,
Crossroad-240318_221502-S661-E671,Junk,,Crossroad-240318_221502-S661-E671.png (https://dl.airtable.com/.attachments/fc2316df3f39143ca072719be32538ff/49956976/Crossroad-240318_221502-S661-E671.png),Crossroad-240318_221502-S661-E671.wav (https://dl.airtable.com/.attachments/d2cd88551497e81b150ce3af65ac2a13/bb8558ac/Crossroad-240318_221502-S661-E671.wav),Male,10.0,2018-03-25 11:26,Secretary_Island/Crossroad,
Crossroad-240318_221502-S676-E682,Junk,,Crossroad-240318_221502-S676-E682.png (https://dl.airtable.com/.attachments/93a205bda03f9c8876b25bd6d4caafb9/5cbebf9e/Crossroad-240318_221502-S676-E682.png),Crossroad-240318_221502-S676-E682.wav (https://dl.airtable.com/.attachments/b1e94ab6f15aed3330ab5dc714733547/f134ba61/Crossroad-240318_221502-S676-E682.wav),Male,6.0,2018-03-25 11:26,Secretary_Island/Crossroad,
N_River-220419_224502-S494-E500,Investigate,Great close morepork,N_River-220419_224502-S494-E500.png (https://dl.airtable.com/.attachments/085ac94935fd077d36e23e9922943759/e1320bd3/N_River-220419_224502-S494-E500.png),N_River-220419_224502-S494-E500.wav (https://dl.airtable.com/.attachments/03e3338bcf008b36b37a0f661e4c4069/5439bec9/N_River-220419_224502-S494-E500.wav),Male,6.0,2019-04-23 10:53,Secretary_Island/N_River,
N_River-230419_220001-S847-E853,Investigate,weka,N_River-230419_220001-S847-E853.png (https://dl.airtable.com/.attachments/beccf4ab6d4385ffd72785b85a316096/21c2c5df/N_River-230419_220001-S847-E853.png),N_River-230419_220001-S847-E853.wav (https://dl.airtable.com/.attachments/17939832d0336dfd1638523049cb8bd4/4f53a5e0/N_River-230419_220001-S847-E853.wav),Male,6.0,2019-04-24 10:14,Secretary_Island/N_River,
N_River-240318_220001-S422-E429,Junk,,N_River-240318_220001-S422-E429.png (https://dl.airtable.com/.attachments/a19e51a1bc020fcfb57709b3e22fa2fb/e0b9f69f/N_River-240318_220001-S422-E429.png),N_River-240318_220001-S422-E429.wav (https://dl.airtable.com/.attachments/d523672420b53ecdf0438d970ac3e0df/b48aa62d/N_River-240318_220001-S422-E429.wav),Male,7.0,2018-03-25 11:07,Secretary_Island/N_River,
N_River-240318_220001-S624-E631,Junk,,N_River-240318_220001-S624-E631.png (https://dl.airtable.com/.attachments/c99f1d4a10c91e8d68db690d6d66cf9a/c0303f61/N_River-240318_220001-S624-E631.png),N_River-240318_220001-S624-E631.wav (https://dl.airtable.com/.attachments/5a1f128f8a54f0cc9426a226793da4cc/3134d011/N_River-240318_220001-S624-E631.wav),Male,7.0,2018-03-25 11:10,Secretary_Island/N_River,
N_River-240418_221502-S708-E715,Junk,,N_River-240418_221502-S708-E715.png (https://dl.airtable.com/.attachments/77d9d7e4796f8cad863f7c95f31d8937/a902c018/N_River-240418_221502-S708-E715.png),N_River-240418_221502-S708-E715.wav (https://dl.airtable.com/.attachments/debfd6de5527e73381308e739c78f9d6/5d9474ae/N_River-240418_221502-S708-E715.wav),Female,7.0,2018-04-25 10:26,Secretary_Island/N_River,
N_River-240419_221502-S278-E291,Kiwi,,N_River-240419_221502-S278-E291.png (https://dl.airtable.com/.attachments/d23a5b746fe1d3335c7a82d261ebff15/ab9b78c2/N_River-240419_221502-S278-E291.png),N_River-240419_221502-S278-E291.wav (https://dl.airtable.com/.attachments/23ef6102fdb94a195ddb68808a9c89c8/30789d54/N_River-240419_221502-S278-E291.wav),Male,13.0,2019-04-25 10:19,Secretary_Island/N_River,
N_River-240419_234501-S665-E675,Junk,,N_River-240419_234501-S665-E675.png (https://dl.airtable.com/.attachments/92169222573d72cba8e0207d73a935c4/bbe9dc99/N_River-240419_234501-S665-E675.png),N_River-240419_234501-S665-E675.wav (https://dl.airtable.com/.attachments/63de4a98418adf3e1ab7085b78a44985/ee2f96bb/N_River-240419_234501-S665-E675.wav),Male,10.0,2019-04-25 11:56,Secretary_Island/N_River,
N_River-240419_234501-S743-E750,Junk,,N_River-240419_234501-S743-E750.png (https://dl.airtable.com/.attachments/c4de2aedfc8c5efff1cddfca19f8f93a/78a06bb0/N_River-240419_234501-S743-E750.png),N_River-240419_234501-S743-E750.wav (https://dl.airtable.com/.attachments/281fd1d7378fbb0f2b8877f40280bb0f/89893a26/N_River-240419_234501-S743-E750.wav),Male,7.0,2019-04-25 11:57,Secretary_Island/N_River,
N_River-240419_234501-S760-E767,Junk,,N_River-240419_234501-S760-E767.png (https://dl.airtable.com/.attachments/b9da78d893b4dad4aa379d5063af2c7b/2d529a24/N_River-240419_234501-S760-E767.png),N_River-240419_234501-S760-E767.wav (https://dl.airtable.com/.attachments/b89492aeda73b8f316318825ff1cfbf5/25664ec2/N_River-240419_234501-S760-E767.wav),Male,7.0,2019-04-25 11:57,Secretary_Island/N_River,
