File Name,Label,Comment,Image,Audio,Call Type,Length (seconds),Start Time,Trap Number,Collaborators
Lake_Sec-080518_220001-S490-E496,Junk,,Lake_Sec-080518_220001-S490-E496.png (https://dl.airtable.com/.attachments/aeea25f45ea88431eac4f1ea3d6c5855/783000a7/Lake_Sec-080518_220001-S490-E496.png),Lake_Sec-080518_220001-S490-E496.wav (https://dl.airtable.com/.attachments/57c391d4cd9cc299f7b09039fd75791d/9f709b54/Lake_Sec-080518_220001-S490-E496.wav),Female,6.0,2018-05-09 10:08,Secretary_Island/Lake_Sec,
Lake_Sec-080518_223002-S748-E754,Junk,,Lake_Sec-080518_223002-S748-E754.png (https://dl.airtable.com/.attachments/dd83223f94a08d80e74a8f1d1c91366d/a97a2e7d/Lake_Sec-080518_223002-S748-E754.png),Lake_Sec-080518_223002-S748-E754.wav (https://dl.airtable.com/.attachments/235bc508b2dfbbd4c9fa5e539fa6f4ba/a655005a/Lake_Sec-080518_223002-S748-E754.wav),Female,6.0,2018-05-09 10:42,Secretary_Island/Lake_Sec,
Lake_Sec-080518_231502-S500-E509,Junk,,Lake_Sec-080518_231502-S500-E509.png (https://dl.airtable.com/.attachments/d397cf36ccac3643e2e81c4a19dda85c/255ec437/Lake_Sec-080518_231502-S500-E509.png),Lake_Sec-080518_231502-S500-E509.wav (https://dl.airtable.com/.attachments/6d0d2e9640d5e70c3689ce542f3ca787/b606527a/Lake_Sec-080518_231502-S500-E509.wav),Female,9.0,2018-05-09 11:23,Secretary_Island/Lake_Sec,
Lake_Sec-080518_234502-S711-E720,Junk,,Lake_Sec-080518_234502-S711-E720.png (https://dl.airtable.com/.attachments/24797792dd049b8972b04b0abbde4e9f/8329d4ee/Lake_Sec-080518_234502-S711-E720.png),Lake_Sec-080518_234502-S711-E720.wav (https://dl.airtable.com/.attachments/3600c3ce3fd243051002fdc4d54a4035/8ce45331/Lake_Sec-080518_234502-S711-E720.wav),Female,9.0,2018-05-09 11:56,Secretary_Island/Lake_Sec,
Lake_Sec-080519_221503-S672-E679,Junk,,Lake_Sec-080519_221503-S672-E679.png (https://dl.airtable.com/.attachments/ee8ae82fc82b38fe731db4e556788564/d95ca1d9/Lake_Sec-080519_221503-S672-E679.png),Lake_Sec-080519_221503-S672-E679.wav (https://dl.airtable.com/.attachments/348f8bcd225361d1df171767d21c8a4c/472c1e67/Lake_Sec-080519_221503-S672-E679.wav),Male,7.0,2019-05-09 10:26,Secretary_Island/Lake_Sec,
Lake_Sec-080519_223002-S802-E818,Kiwi,,Lake_Sec-080519_223002-S802-E818.png (https://dl.airtable.com/.attachments/ddfd1fbe07bb6fc73d38a57d229a5499/12cdac1d/Lake_Sec-080519_223002-S802-E818.png),Lake_Sec-080519_223002-S802-E818.wav (https://dl.airtable.com/.attachments/bc323c2f3f9b76dc6b5500c8054e0613/0f25ded1/Lake_Sec-080519_223002-S802-E818.wav),Male,16.0,2019-05-09 10:43,Secretary_Island/Lake_Sec,
Lake_Sec-080519_224502-S409-E429,Kiwi,,Lake_Sec-080519_224502-S409-E429.png (https://dl.airtable.com/.attachments/df2b3fa709af4fbe662ec5170e4ea8fd/b02932da/Lake_Sec-080519_224502-S409-E429.png),Lake_Sec-080519_224502-S409-E429.wav (https://dl.airtable.com/.attachments/bc263edfdfaff183109faa78751cff5b/4582272c/Lake_Sec-080519_224502-S409-E429.wav),Male,20.0,2019-05-09 10:51,Secretary_Island/Lake_Sec,
Lake_Sec-080519_233002-S341-E348,Junk,,Lake_Sec-080519_233002-S341-E348.png (https://dl.airtable.com/.attachments/d1eeadc5a739647284adcf7e0336d365/fd55309d/Lake_Sec-080519_233002-S341-E348.png),Lake_Sec-080519_233002-S341-E348.wav (https://dl.airtable.com/.attachments/1a6434f05e7dab0c287da91e205d9583/189af013/Lake_Sec-080519_233002-S341-E348.wav),Male,7.0,2019-05-09 11:35,Secretary_Island/Lake_Sec,
Lake_Sec-080519_233002-S410-E419,Junk,,Lake_Sec-080519_233002-S410-E419.png (https://dl.airtable.com/.attachments/b17d99ae37fd43b4cac4771f10f2f44c/1118964b/Lake_Sec-080519_233002-S410-E419.png),Lake_Sec-080519_233002-S410-E419.wav (https://dl.airtable.com/.attachments/eda30f72c5d1a74486481ca8d5891c5d/fc868992/Lake_Sec-080519_233002-S410-E419.wav),Male,9.0,2019-05-09 11:36,Secretary_Island/Lake_Sec,
Lake_Sec-090318_220001-S375-E402,Kiwi,,Lake_Sec-090318_220001-S375-E402.png (https://dl.airtable.com/.attachments/a19ab29860a05375606642ae4e1885eb/5146ba17/Lake_Sec-090318_220001-S375-E402.png),Lake_Sec-090318_220001-S375-E402.wav (https://dl.airtable.com/.attachments/0557ba27757a9109290929fab2d7182d/d10a5e82/Lake_Sec-090318_220001-S375-E402.wav),Male,27.0,2018-03-10 11:06,Secretary_Island/Lake_Sec,
Lake_Sec-050519_234502-S782-E789,Junk,,Lake_Sec-050519_234502-S782-E789.png (https://dl.airtable.com/.attachments/47632ad2faf9985b3533c5d3a63cf09e/80fda380/Lake_Sec-050519_234502-S782-E789.png),Lake_Sec-050519_234502-S782-E789.wav (https://dl.airtable.com/.attachments/80893ee5dc4bc8675937b9f84e3df556/78fc1646/Lake_Sec-050519_234502-S782-E789.wav),Male,7.0,2019-05-06 11:58,Secretary_Island/Lake_Sec,
Lake_Sec-060419_220001-S439-E464,Kiwi,,Lake_Sec-060419_220001-S439-E464.png (https://dl.airtable.com/.attachments/4c04b59ecd232d1922c12d1a3ca0e5ba/76ecbb9a/Lake_Sec-060419_220001-S439-E464.png),Lake_Sec-060419_220001-S439-E464.wav (https://dl.airtable.com/.attachments/baabce36d5a22f2d0de64a1d3be97829/68a0e796/Lake_Sec-060419_220001-S439-E464.wav),Male,25.0,2019-04-07 10:07,Secretary_Island/Lake_Sec,
Lake_Sec-060419_221502-S260-E267,Junk,,Lake_Sec-060419_221502-S260-E267.png (https://dl.airtable.com/.attachments/b5f6662f8e746ee1cd9677067c9b97c5/7eb1a955/Lake_Sec-060419_221502-S260-E267.png),Lake_Sec-060419_221502-S260-E267.wav (https://dl.airtable.com/.attachments/ec0c7225791cccdc82fdbcf43a22567a/97e953aa/Lake_Sec-060419_221502-S260-E267.wav),Male,7.0,2019-04-07 10:19,Secretary_Island/Lake_Sec,
Lake_Sec-060419_221502-S459-E467,Junk,,Lake_Sec-060419_221502-S459-E467.png (https://dl.airtable.com/.attachments/d3d99dc5665f5c1cb1881a2503423eeb/e99e3032/Lake_Sec-060419_221502-S459-E467.png),Lake_Sec-060419_221502-S459-E467.wav (https://dl.airtable.com/.attachments/84b391441a9908674d898947d3021c26/7e871b85/Lake_Sec-060419_221502-S459-E467.wav),Male,8.0,2019-04-07 10:22,Secretary_Island/Lake_Sec,
Lake_Sec-060419_221502-S516-E532,Junk,,Lake_Sec-060419_221502-S516-E532.png (https://dl.airtable.com/.attachments/9411fed95e4b1bfe665299e3c7587642/84cecef5/Lake_Sec-060419_221502-S516-E532.png),Lake_Sec-060419_221502-S516-E532.wav (https://dl.airtable.com/.attachments/2051703843c1540ed86c6929182108d4/24d86e77/Lake_Sec-060419_221502-S516-E532.wav),Male,16.0,2019-04-07 10:23,Secretary_Island/Lake_Sec,
Lake_Sec-060419_221502-S666-E679,Kiwi,,Lake_Sec-060419_221502-S666-E679.png (https://dl.airtable.com/.attachments/7f3dfc1225b2848288cdaeffd2b35a15/95f0c028/Lake_Sec-060419_221502-S666-E679.png),Lake_Sec-060419_221502-S666-E679.wav (https://dl.airtable.com/.attachments/f59f613465d3ad18e6f25fe39af52b60/d3f9dc0c/Lake_Sec-060419_221502-S666-E679.wav),Male,13.0,2019-04-07 10:26,Secretary_Island/Lake_Sec,
Lake_Sec-060419_224502-S415-E439,Kiwi,,Lake_Sec-060419_224502-S415-E439.png (https://dl.airtable.com/.attachments/32c6b9d66ba415c7f1bcd309f17a5963/d993f264/Lake_Sec-060419_224502-S415-E439.png),Lake_Sec-060419_224502-S415-E439.wav (https://dl.airtable.com/.attachments/71e4e5b958ad689a8a4e612ed5e2be81/b1e684d6/Lake_Sec-060419_224502-S415-E439.wav),Male,24.0,2019-04-07 10:51,Secretary_Island/Lake_Sec,
Lake_Sec-060419_224502-S841-E854,Junk,,Lake_Sec-060419_224502-S841-E854.png (https://dl.airtable.com/.attachments/76d001286b6ac15dbe4cc7a80cd0fb23/0765d702/Lake_Sec-060419_224502-S841-E854.png),Lake_Sec-060419_224502-S841-E854.wav (https://dl.airtable.com/.attachments/474533a9154b54d9fe27c5920184cb6d/7d0fe48c/Lake_Sec-060419_224502-S841-E854.wav),Male,13.0,2019-04-07 10:59,Secretary_Island/Lake_Sec,
Lake_Sec-060419_230002-S12-E30,Junk,,Lake_Sec-060419_230002-S12-E30.png (https://dl.airtable.com/.attachments/05b2215b1f86f9d704bf832dafae9201/53ba8995/Lake_Sec-060419_230002-S12-E30.png),Lake_Sec-060419_230002-S12-E30.wav (https://dl.airtable.com/.attachments/65c36949f261aeb5195aa07c54c8f3cc/763e5ca3/Lake_Sec-060419_230002-S12-E30.wav),Male,18.0,2019-04-07 11:00,Secretary_Island/Lake_Sec,
Lake_Sec-060419_230002-S42-E48,Junk,,Lake_Sec-060419_230002-S42-E48.png (https://dl.airtable.com/.attachments/8ae1af0327519ad971d5a7c4a3e8356c/64e1b3fe/Lake_Sec-060419_230002-S42-E48.png),Lake_Sec-060419_230002-S42-E48.wav (https://dl.airtable.com/.attachments/bbf59064405d930dda1ae98f360b189b/505d6632/Lake_Sec-060419_230002-S42-E48.wav),Male,6.0,2019-04-07 11:00,Secretary_Island/Lake_Sec,
Lake_Sec-050519_221502-S173-E180,Junk,,Lake_Sec-050519_221502-S173-E180.png (https://dl.airtable.com/.attachments/859a6db829cdb9d2cf4c749210d5ceb0/c42ce353/Lake_Sec-050519_221502-S173-E180.png),Lake_Sec-050519_221502-S173-E180.wav (https://dl.airtable.com/.attachments/ed7969051ad2881e208e8555170f7a17/ea4c9b33/Lake_Sec-050519_221502-S173-E180.wav),Male,7.0,2019-05-06 10:17,Secretary_Island/Lake_Sec,
Lake_Sec-050519_221502-S187-E204,Junk,,Lake_Sec-050519_221502-S187-E204.png (https://dl.airtable.com/.attachments/a06b051d271c5517380a92afd1b8a7dd/21752d6b/Lake_Sec-050519_221502-S187-E204.png),Lake_Sec-050519_221502-S187-E204.wav (https://dl.airtable.com/.attachments/3dc8dfb0c58f84f963c1280c5784ad98/42b28a3a/Lake_Sec-050519_221502-S187-E204.wav),Male,17.0,2019-05-06 10:18,Secretary_Island/Lake_Sec,
Lake_Sec-050519_221502-S255-E271,Junk,,Lake_Sec-050519_221502-S255-E271.png (https://dl.airtable.com/.attachments/e55965ff468dce778fed2a8871bfd0f0/5e68b269/Lake_Sec-050519_221502-S255-E271.png),Lake_Sec-050519_221502-S255-E271.wav (https://dl.airtable.com/.attachments/fc9ea0baa4cf6bb36a997ff3748d672a/22278a79/Lake_Sec-050519_221502-S255-E271.wav),Male,16.0,2019-05-06 10:19,Secretary_Island/Lake_Sec,
Lake_Sec-050519_221502-S280-E287,Junk,,Lake_Sec-050519_221502-S280-E287.png (https://dl.airtable.com/.attachments/a4b0516f4c5a16f825bf20e4db301856/3ed2dc47/Lake_Sec-050519_221502-S280-E287.png),Lake_Sec-050519_221502-S280-E287.wav (https://dl.airtable.com/.attachments/b771bfcb88c668869fcb23f3b486dcf7/ac9b8414/Lake_Sec-050519_221502-S280-E287.wav),Male,7.0,2019-05-06 10:19,Secretary_Island/Lake_Sec,
Lake_Sec-050519_224502-S387-E397,Junk,,Lake_Sec-050519_224502-S387-E397.png (https://dl.airtable.com/.attachments/e52476a217989895626fdc2c8ae7c318/a790e17d/Lake_Sec-050519_224502-S387-E397.png),Lake_Sec-050519_224502-S387-E397.wav (https://dl.airtable.com/.attachments/0d5f79e818309f8505c159d71e1db0df/0f6230b7/Lake_Sec-050519_224502-S387-E397.wav),Male,10.0,2019-05-06 10:51,Secretary_Island/Lake_Sec,
Lake_Sec-050519_230002-S153-E160,Junk,,Lake_Sec-050519_230002-S153-E160.png (https://dl.airtable.com/.attachments/f4e819157a5359c58065ec524887b741/adcdbe37/Lake_Sec-050519_230002-S153-E160.png),Lake_Sec-050519_230002-S153-E160.wav (https://dl.airtable.com/.attachments/abc966ff06f3f7e48357d547341dda13/c20f741b/Lake_Sec-050519_230002-S153-E160.wav),Male,7.0,2019-05-06 11:02,Secretary_Island/Lake_Sec,
Lake_Sec-050519_230002-S593-E600,Junk,,Lake_Sec-050519_230002-S593-E600.png (https://dl.airtable.com/.attachments/505d0e327786a441350e08097ada5c1d/d823d9c9/Lake_Sec-050519_230002-S593-E600.png),Lake_Sec-050519_230002-S593-E600.wav (https://dl.airtable.com/.attachments/ab668a336476068786910fa48d579b7d/91c541f8/Lake_Sec-050519_230002-S593-E600.wav),Male,7.0,2019-05-06 11:09,Secretary_Island/Lake_Sec,
Lake_Sec-050519_230002-S799-E805,Junk,,Lake_Sec-050519_230002-S799-E805.png (https://dl.airtable.com/.attachments/f839b6b0e12c8f79811a5b8aec18bdfb/107c3b2c/Lake_Sec-050519_230002-S799-E805.png),Lake_Sec-050519_230002-S799-E805.wav (https://dl.airtable.com/.attachments/a915c44e49e60bd27751b53fb68d786c/b9a2c7e5/Lake_Sec-050519_230002-S799-E805.wav),Male,6.0,2019-05-06 11:13,Secretary_Island/Lake_Sec,
Lake_Sec-050519_230002-S808-E814,Junk,,Lake_Sec-050519_230002-S808-E814.png (https://dl.airtable.com/.attachments/ef2e05b127e6e29a509e4d7b5e014223/a5c6194b/Lake_Sec-050519_230002-S808-E814.png),Lake_Sec-050519_230002-S808-E814.wav (https://dl.airtable.com/.attachments/8b011930a33342ce8143dac8475009c4/c6094cbf/Lake_Sec-050519_230002-S808-E814.wav),Male,6.0,2019-05-06 11:13,Secretary_Island/Lake_Sec,
Lake_Sec-050519_231502-S294-E310,Kiwi,,Lake_Sec-050519_231502-S294-E310.png (https://dl.airtable.com/.attachments/8ee58f8c8fe6293a1c4c477a5e672201/d58410a4/Lake_Sec-050519_231502-S294-E310.png),Lake_Sec-050519_231502-S294-E310.wav (https://dl.airtable.com/.attachments/5f5405112f3a33ef422a443fc3cb1a25/ff309582/Lake_Sec-050519_231502-S294-E310.wav),Male,16.0,2019-05-06 11:19,Secretary_Island/Lake_Sec,
Lake_Sec-140419_220001-S850-E857,Junk,,Lake_Sec-140419_220001-S850-E857.png (https://dl.airtable.com/.attachments/cc2f846c621755c8d9c0a2900d8e440f/629f4ee2/Lake_Sec-140419_220001-S850-E857.png),Lake_Sec-140419_220001-S850-E857.wav (https://dl.airtable.com/.attachments/19064245c015fc93613901e3c619540f/616999de/Lake_Sec-140419_220001-S850-E857.wav),Male,7.0,2019-04-15 10:14,Secretary_Island/Lake_Sec,
Lake_Sec-140419_220001-S882-E889,Junk,,Lake_Sec-140419_220001-S882-E889.png (https://dl.airtable.com/.attachments/4b490f3b2d91aa8564f148e6665a63e4/3b8f68f0/Lake_Sec-140419_220001-S882-E889.png),Lake_Sec-140419_220001-S882-E889.wav (https://dl.airtable.com/.attachments/64c03ba388d75a8e6282db77d987dc27/788ffc57/Lake_Sec-140419_220001-S882-E889.wav),Male,7.0,2019-04-15 10:14,Secretary_Island/Lake_Sec,
Lake_Sec-140419_221502-S821-E830,Junk,,Lake_Sec-140419_221502-S821-E830.png (https://dl.airtable.com/.attachments/d85bc7f379faf4528e44d481e6ec27eb/a73f0990/Lake_Sec-140419_221502-S821-E830.png),Lake_Sec-140419_221502-S821-E830.wav (https://dl.airtable.com/.attachments/9e7e73e6409485a9f9db6e026a2c8544/a59bed9c/Lake_Sec-140419_221502-S821-E830.wav),Male,9.0,2019-04-15 10:28,Secretary_Island/Lake_Sec,
Lake_Sec-140419_223002-S307-E316,Kiwi,,Lake_Sec-140419_223002-S307-E316.png (https://dl.airtable.com/.attachments/5e35da4c3a3728c7b0cf02279da604e5/4785f19e/Lake_Sec-140419_223002-S307-E316.png),Lake_Sec-140419_223002-S307-E316.wav (https://dl.airtable.com/.attachments/c48c17c1edadb62af5357a963d9e7764/a398e995/Lake_Sec-140419_223002-S307-E316.wav),Male,9.0,2019-04-15 10:35,Secretary_Island/Lake_Sec,
Lake_Sec-140419_224502-S301-E308,Kiwi,,Lake_Sec-140419_224502-S301-E308.png (https://dl.airtable.com/.attachments/ac6391580e0d16c611f8821f67ae4fae/89d9bc66/Lake_Sec-140419_224502-S301-E308.png),Lake_Sec-140419_224502-S301-E308.wav (https://dl.airtable.com/.attachments/7c231e3ea2550940fa8be7b347d6b2d0/246dc991/Lake_Sec-140419_224502-S301-E308.wav),Male,7.0,2019-04-15 10:50,Secretary_Island/Lake_Sec,
Lake_Sec-140419_231502-S587-E594,Kiwi,,Lake_Sec-140419_231502-S587-E594.png (https://dl.airtable.com/.attachments/a7948e841d991bdac34192992bfa8ea3/0c8339c0/Lake_Sec-140419_231502-S587-E594.png),Lake_Sec-140419_231502-S587-E594.wav (https://dl.airtable.com/.attachments/2a957d0be2ab03a25b4bd7e7160dbebe/1db1eeae/Lake_Sec-140419_231502-S587-E594.wav),Male,7.0,2019-04-15 11:24,Secretary_Island/Lake_Sec,
Lake_Sec-140419_234502-S111-E133,Kiwi,,Lake_Sec-140419_234502-S111-E133.png (https://dl.airtable.com/.attachments/bde31ddec21abbe4067d6bb32db1b318/1072b1b6/Lake_Sec-140419_234502-S111-E133.png),Lake_Sec-140419_234502-S111-E133.wav (https://dl.airtable.com/.attachments/31f5ec12a61e1cd5db09a418c4c586a1/ac501ad9/Lake_Sec-140419_234502-S111-E133.wav),Male,22.0,2019-04-15 11:46,Secretary_Island/Lake_Sec,
Lake_Sec-140419_234502-S387-E397,Kiwi,,Lake_Sec-140419_234502-S387-E397.png (https://dl.airtable.com/.attachments/8d7b2c4859cec28c9c572733e6288963/e3f4433b/Lake_Sec-140419_234502-S387-E397.png),Lake_Sec-140419_234502-S387-E397.wav (https://dl.airtable.com/.attachments/1ea910978aa99b8db572f0df7416fb19/2cb713e0/Lake_Sec-140419_234502-S387-E397.wav),Male,10.0,2019-04-15 11:51,Secretary_Island/Lake_Sec,
Lake_Sec-140518_221503-S123-E150,Junk,,Lake_Sec-140518_221503-S123-E150.png (https://dl.airtable.com/.attachments/bb448a1197e6f1d8ec1c1636fd2a3f47/814045a6/Lake_Sec-140518_221503-S123-E150.png),Lake_Sec-140518_221503-S123-E150.wav (https://dl.airtable.com/.attachments/e1b68576c6fa34946905cbc60b902ca7/ea798080/Lake_Sec-140518_221503-S123-E150.wav),Male,27.0,2018-05-15 10:17,Secretary_Island/Lake_Sec,
Lake_Sec-140518_224502-S306-E316,Junk,,Lake_Sec-140518_224502-S306-E316.png (https://dl.airtable.com/.attachments/33e67174a0c7c463c745e399955c7e39/b7e68b71/Lake_Sec-140518_224502-S306-E316.png),Lake_Sec-140518_224502-S306-E316.wav (https://dl.airtable.com/.attachments/9f3d0dea5e2a8e75a6cec44b034f0f0c/37925d5e/Lake_Sec-140518_224502-S306-E316.wav),Male,10.0,2018-05-15 10:50,Secretary_Island/Lake_Sec,
Crossroad-150319_230002-S271-E278,Junk,,Crossroad-150319_230002-S271-E278.png (https://dl.airtable.com/.attachments/45025a6b5ef6f49414e1ccbc4c793139/14e2d413/Crossroad-150319_230002-S271-E278.png),Crossroad-150319_230002-S271-E278.wav (https://dl.airtable.com/.attachments/9fec117159d42c532fe14d485ffd25df/3959446f/Crossroad-150319_230002-S271-E278.wav),Male,7.0,2019-03-16 12:04,Secretary_Island/Crossroad,
Crossroad-150319_230002-S280-E287,Junk,,Crossroad-150319_230002-S280-E287.png (https://dl.airtable.com/.attachments/3887b2d14bbccbcfb166d43f61a7f61b/1ab00153/Crossroad-150319_230002-S280-E287.png),Crossroad-150319_230002-S280-E287.wav (https://dl.airtable.com/.attachments/6f1172120fc2f8069eef94fc1edd8386/ce06832b/Crossroad-150319_230002-S280-E287.wav),Male,7.0,2019-03-16 12:04,Secretary_Island/Crossroad,
Crossroad-150319_230002-S387-E394,Junk,,Crossroad-150319_230002-S387-E394.png (https://dl.airtable.com/.attachments/0cda68988e92d3daa1b6f4421f17ef37/683bb17b/Crossroad-150319_230002-S387-E394.png),Crossroad-150319_230002-S387-E394.wav (https://dl.airtable.com/.attachments/5a7b0339dfc5ca8020c329225d25156c/ba3342cd/Crossroad-150319_230002-S387-E394.wav),Male,7.0,2019-03-16 12:06,Secretary_Island/Crossroad,
Crossroad-150319_230002-S477-E484,Junk,,Crossroad-150319_230002-S477-E484.png (https://dl.airtable.com/.attachments/9c1945838adb1406f9281db24f888422/92c6d4ea/Crossroad-150319_230002-S477-E484.png),Crossroad-150319_230002-S477-E484.wav (https://dl.airtable.com/.attachments/14b15042886159e284d25e367ff4952b/b15cf6f1/Crossroad-150319_230002-S477-E484.wav),Male,7.0,2019-03-16 12:07,Secretary_Island/Crossroad,
Crossroad-150319_231502-S213-E228,Kiwi,,Crossroad-150319_231502-S213-E228.png (https://dl.airtable.com/.attachments/eda8d472923ce0d9cabfe861a78da332/80f82fc3/Crossroad-150319_231502-S213-E228.png),Crossroad-150319_231502-S213-E228.wav (https://dl.airtable.com/.attachments/1359295c35bbf2fa4095ec696a6b6b42/419ae0e0/Crossroad-150319_231502-S213-E228.wav),Female,15.0,2019-03-16 12:18,Secretary_Island/Crossroad,
Crossroad-150319_231502-S229-E250,Kiwi,,Crossroad-150319_231502-S229-E250.png (https://dl.airtable.com/.attachments/94a1b402d1f640041ac8f90de18c20e3/4dff3288/Crossroad-150319_231502-S229-E250.png),Crossroad-150319_231502-S229-E250.wav (https://dl.airtable.com/.attachments/95ba5a283c24e81c214b90e69fd99302/915afe3c/Crossroad-150319_231502-S229-E250.wav),Male,21.0,2019-03-16 12:18,Secretary_Island/Crossroad,
Crossroad-150319_233002-S351-E367,Junk,,Crossroad-150319_233002-S351-E367.png (https://dl.airtable.com/.attachments/03681193ed7f54f5f3e17a1b83b8553c/6666d0d3/Crossroad-150319_233002-S351-E367.png),Crossroad-150319_233002-S351-E367.wav (https://dl.airtable.com/.attachments/61d34996159431ad2798f555277fd8c3/90bdee1f/Crossroad-150319_233002-S351-E367.wav),Male,16.0,2019-03-16 12:35,Secretary_Island/Crossroad,
Crossroad-150319_233002-S370-E383,Junk,,Crossroad-150319_233002-S370-E383.png (https://dl.airtable.com/.attachments/0258ec60efa613366275bfe95b5215dc/38cff8a5/Crossroad-150319_233002-S370-E383.png),Crossroad-150319_233002-S370-E383.wav (https://dl.airtable.com/.attachments/917d5261afb727872db03bc94a2e2e5b/8b681696/Crossroad-150319_233002-S370-E383.wav),Male,13.0,2019-03-16 12:36,Secretary_Island/Crossroad,
Crossroad-150319_234502-S357-E364,Junk,,Crossroad-150319_234502-S357-E364.png (https://dl.airtable.com/.attachments/8a34b3eef5f5c327e8800896d75e1a90/7e9ce103/Crossroad-150319_234502-S357-E364.png),Crossroad-150319_234502-S357-E364.wav (https://dl.airtable.com/.attachments/8b0fe6a3787ac1ef96783daf448fb8d9/c7a3b48d/Crossroad-150319_234502-S357-E364.wav),Male,7.0,2019-03-16 12:50,Secretary_Island/Crossroad,
